comment,evaluation
考试简单，给分好,medium
不点名，考试简单。,medium
老师不点名，平时无作业，最后开卷考试，给分好！,medium
不点名，无作业，考试简单,medium
老师很不错，不点名，没作业，结课考试是电脑上敲5个小程序，抄在答题纸上，给分好,good
老师人很好，虽然老师自己也说公选课不可能学的很深，最后只要课件上的题目会看到最后考卷上稍微改改就能拿到很好的成绩,good
99分，，只看考试，，巨好,good
开卷，给分好,medium
老师人很好，期末开卷,medium
每次课都要交作业，有点赶，也可以最后一起交。不过给分很好,medium
给分还行,medium
高基础，给分高,good
给分很好！老师人也很可爱！,good
有一个平时作业，写自己家乡的舞龙，一般是期末十个人左右舞龙看动作，给分可以，老师待人也很不错,medium
很有趣而且给分良心！,good
给分不错,good
每节课会讲很多access数据库的操作，内容有点多，不过大部分可以在书上找到，讲完后会有几个小问题，当堂交，会有记录，每次课会有作业，在截止时间前做完。期末会有一次综合大作业，是对前面所有作业的综合。老师很温柔，给分真的特别好！,medium
每节课都去作业都提交，给分高,medium
给分很好~~,medium
老师很认真。实验好好做每次课都到就90+,medium
还行,medium
老师人超好，讲的或许会有些快，要好好听才能跟上，但给分超高!!!!,medium
给分高,medium
平时作业就是大考试，平时作业记得翻书，作业不难但要上点心，，给分特别好，上课的话。。反正听不懂，不过有小问题当考勤，要注意,bad
给分很高,medium
不点名，期末考试简单,medium
累死累活。最后只给一次机会跳一段。,good
老师教的很认真，每节课签到，不用花课下时间，每节课只要认真学最后就没啥问题，最后会考一小段，还能锻炼身体，性价比很高的一门公选课！强推，期末96,good
给分很好！老师人也很可爱！,good
有一个平时作业，写自己家乡的舞龙，一般是期末十个人左右舞龙看动作，给分可以，老师待人也很不错,medium
很有趣而且给分良心！,good
手写论文,medium
一学期大概三次正式点名，用微助教，老师人很好，说上课感兴趣就听，不感兴趣可以做其他事。期末一篇论文，提前布置。中间有一次课堂展示，是加分项。,medium
给分不错,good
每节课会讲很多access数据库的操作，内容有点多，不过大部分可以在书上找到，讲完后会有几个小问题，当堂交，会有记录，每次课会有作业，在截止时间前做完。期末会有一次综合大作业，是对前面所有作业的综合。老师很温柔，给分真的特别好！,medium
每节课都去作业都提交，给分高,medium
给分很好~~,medium
老师很认真。实验好好做每次课都到就90+,medium
还行,medium
老师人超好，讲的或许会有些快，要好好听才能跟上，但给分超高!!!!,medium
给分高,medium
平时作业就是大考试，平时作业记得翻书，作业不难但要上点心，，给分特别好，上课的话。。反正听不懂，不过有小问题当考勤，要注意,bad
给分很高,medium
好课，甚至会讲PS主要功能的原理，学到很多东西,good
老师讲得很细致,good
教ps特别好，给分90,good
每节课有小作业，上课认真记步骤轻松完成，期末是综合大作业,good
每节课都会布置作业，但是可以后面再补。感觉这门课的实操性比本人图文设计专业课都强，可以学到Ps的很多基础知识，对以后提高和创作有很大的作用。,good
想学ps的同学一定要选，平时有小作业，期末大作业。能学到很实用的ps技术。90+,good
给分高每堂课有作业,medium
老师人很好,medium
有点难，但是很有用，老师超级好,good
每节课都有作业，相当于点名了，期末是自己上交一个作品，也挺简单，给分不错,bad
每节课都有作业，所以有可能拖堂。但是可以学到很多。,good
当堂交上机作业，老师给分超级高，讲的也很棒,good
老师人很好，只要上课认真听讲，按时完成作业，老师给分挺高的，也会学到很多,medium
每节课都有课堂作业，题目就是上课讲的，不会的可以问老师，老师很温和很耐心，偶尔会有签到，每次课都去且完成作业，期末90+,medium
还行，平时作业都交了就行,medium
群里一溜的我何德何能能得那么高的分。只要每次都交随课作业，基本就能90。作业有十次，前6、7次哪怕是小白问一下老师和同学也能很轻松的做出来，后面就涉及到统计学较为深奥的知识还有英文什么的，看的人眼花缭乱，然而只要交作业也会有88，89。,medium
每次交作业，老师会手把手交怎么做,bad
每次交作业，计平均分，给分较高,medium
虽然每节课都考勤（要交课堂作业），但是只有六周，期末交论文+ppt，给分挺好的,good
给分一般，但是也还ok,good
不少内容高中生物课（选修3）讲过,good
每节课后用手机做题，顺便作为签到，期末一篇学习心得，给分很好，最后88,good
卡绩,medium
还不错吧，专业知识不够听得懂但记不住，每节课后用微助教出5道题考作为平时成绩，期末写论文，90+,good
老师讲得很棒，受益很多，每节课一定要到，期末论文就是谈一谈自己的收获和感想,good
微信定位签到，课堂在线小测验，期末论文（自己交到医村或者结课前提前交给老师）。我最后也就87，听说有同学每次按时到课最后论文也好好写了，然后得分七十多分，有点不知道为什么。,medium
期末交论文，平时每节课微信定位签到，上完课有课后测试不过不难认真听的话都可以做对，老师讲课很仔细，内容挺多,medium
微助教定位签到，，期末论文,medium
每节课会通过微助教答题及签到，题目很简单，上课听一下就能全对，期末一篇论文，会换几个老师上课，都挺幽默风趣的,good
每节课都有一份小测验（微助教，约5道选择题），还有签到，占总评30%，不过测试内容只要听讲都能答出来，还可以百度（做完正确答案就出来了，所以可以一人先做，然后互帮互助）。第一二次课没去还可以补签到补测试。最后是交论文。我有90+,good
每次课的老师都不一样，期末考心肺复苏实际操作加线上答卷。,good
讲了不少常见情况的急救措施，对日常生活突发情况还是挺有帮助的。最后给分很迷，一个假人cpr操作考试，一个线上问卷星开卷答题考试，cpr考试我九十多分，最后总评80,medium
考试很坑，三组考试给分标准不一样，我们组给分不高，还有一次网上考试,medium
会有实践能力考核（就是cpr），挺让人收获颇多的，不过这学期期末测试改成了在线上用问卷星，给分突然变得迷了起来……,medium
呵呵，只想呵呵,bad
考核分两部分，一部分人工呼吸心脏按压的操作考试，一部分期末测试，今年期末测试采取的是问卷星的方式，答得令人绝望，老师设置错了，答题不能有标点，只能用汉字，数字都不行，这是一个问卷设计失误的地方。给分的话，我不知道别人，我就80几分，可能跟最后的期末有关吧……,bad
很实用，给分也不错，考核方式是CPR操作和期末论文,medium
还可以的,medium
有实践操作，最后论文认真写90+,medium
很好的一门课，没点名，一次课堂实际操作必须去，去了的基本90+，基本学会了心肺复苏的基础操作,good
有户外实际逛珞珈山认植物，汪小凡老师超级棒，特别喜欢老师，给分也很不错,good
期末抱大腿，课很好玩，很有趣,good
很好玩的课,good
强烈推荐这门课！！能学到很多知识！老师会带我们在校园里认植物！考试非常简单！,good
考试一百道题，辨认植物。基本都是PPT上面的。,medium
我觉得老师一直在介绍各种植物的识别特征，最后考的也是如何识别植物。看每个人的兴趣吧，这些内容不是很合我的口味。,medium
最后考试有点痛苦。最好和小伙伴一起选课可以悄咪咪交流答案。植物痴被卡绩点了qaq,good
很好,good
本以为是很有趣的课，很多人都觉得很有趣，但是我个人感觉一般，跟预期落差很大，而且考试挺难的,medium
讲的很有意思，考试有点难,good
有一个分组写论文或者写策划案，然后最后有一个开卷考试，老师很好，讲课风趣，最后90+,good
老师人很好，每堂课交小作业，很简单老师会给详细步骤，期末叫一篇论文一个ppt，老师强调不查重，作业都交了90+,good
每节课都有小作业，，不听，不行,medium
每次课都要交作业，有点赶，也可以最后一起交。不过给分很好,medium
很不错的课，无点名，考试跳一段,good
有大佬带我..但是我和大佬得分都贼差。,medium
真的很认真跳了，然而老师说太活泼了于是只有83,medium
挺好的课，教华尔兹和水兵舞，有兴趣就选吧,medium
挺不错的，主要是期末要找个舞伴一起考核,good
给分太低了,medium
有基础可以不上课直接考试哈哈哈哈哈，给分还不错,medium
跳舞的课四肢不协调硬伤,good
给分可以，就是有点累,good
水上划龙舟，很有意思就是太累了,good
只要每次点名到，动作标准，轻松90+,good
对身体好！，还有就是，划船真好玩！,good
分数设置很不合理，看轻考试论文，过分注重考勤，完全不能翘课,bad
每节课都点名，每节课都到的基本都是90+，能到东湖划船，还是有点意思的，就是有些累（,medium
可选择对墙连打60以上或10个正手，10个反手，同其他球类运动一样，需要课下练习,good
考试还行，两道大题没写，92,bad
好像每节课都会有作业，但是去一两次就行了，给分很高，期末考试是上机，有点基础对着书抄就好了。,bad
作为文科生的我真是平时认真听也听不懂，期末基本啥都不会，老师讲课速度很快，基本一节课不去就听不懂老师讲什么了,medium
不点名但是每节课上交作业，所以……课程内容感觉和自己看书自学没太大区别。,bad
平时上机比较多，能学到很多,good
给个差评。考试贼烦，每节课还要交作业。在机房上课，坐后面看不清投影、、,bad
每节课都有小作业在机房才能提交相当于点名了，不过老师给分非常不错,medium
每次都要上机交小作业，不过难度很小，一般都是老师上课带着做一遍就OK了,medium
期末开卷上机，电脑白痴表示有点难，平时每节课都是上机，都要交作业，所以就是间接点名了。,medium
每节课会有作业，相当于点名，主要靠自学,medium
每节课都有作业，所以有可能拖堂。但是可以学到很多。,good
当堂交上机作业，老师给分超级高，讲的也很棒,good
老师人很好，只要上课认真听讲，按时完成作业，老师给分挺高的，也会学到很多,medium
每节课都有课堂作业，题目就是上课讲的，不会的可以问老师，老师很温和很耐心，偶尔会有签到，每次课都去且完成作业，期末90+,medium
还行，平时作业都交了就行,medium
群里一溜的我何德何能能得那么高的分。只要每次都交随课作业，基本就能90。作业有十次，前6、7次哪怕是小白问一下老师和同学也能很轻松的做出来，后面就涉及到统计学较为深奥的知识还有英文什么的，看的人眼花缭乱，然而只要交作业也会有88，89。,medium
每次交作业，老师会手把手交怎么做,bad
每次交作业，计平均分，给分较高,medium
能学到一些有用的检索知识，有几次课堂作业和几次签到，期末开卷考试，但个人感觉考试时间比较紧张，差点没答完。老师人很好，给分不错。,medium
学到很多东西啊，特别是利用图书馆资源方面。平时有几次小作业，期末是考试，还挺简单的，只要听过课就行。老师人挺好。,good
